setting,train_loss,test_loss,train_accuracy,test_accuracy,final_gradient_norm,epochs
4-4-1,0.00010679986429675043,0.0001374059160973883,1.0,1.0,0.0003167456695388507,350
4-16-1,1.3112848047096435e-05,0.0001422623202894269,1.0,1.0,3.395426454707863e-05,350
4-16-16-1,7.530475079467864e-07,0.0001058686618296099,1.0,1.0,2.543041876678521e-06,350
4-32-32-16-1,8.879944735583819e-08,4.9708826371424495e-06,1.0,1.0,4.712195790796185e-07,350
