setting,train_loss,test_loss,train_accuracy,test_accuracy,final_gradient_norm,epochs
"gd, lr=0.05",0.0010006037473070158,0.0011609118667434768,1.0,1.0,0.0047825943832589275,350
"momentum, lr=0.08",0.0005471457241361683,0.000615080788396444,1.0,1.0,0.003066374247044217,350
"adam, lr=0.01",6.871229735164313e-07,7.425659804102567e-07,1.0,1.0,1.8191165136355053e-05,350
